track,album,album_type,artist,release_date,recording_period,producers,writers,vocals
Computer Cowboy,Trans,live,Neil Young,10/1/1983,"September 24, 1981 â€“ May 12, 1986","Neil Young, David Briggs, Tim Mulligan",Neil Young,"Neil Young, Frank Sampedro, Billy Talbot, Ralph Molina"
Hold On to Your Love,Trans,live,Neil Young,10/1/1983,"September 24, 1981 â€“ May 12, 1987","Neil Young, David Briggs, Tim Mulligan",Neil Young,"Neil Young, Nils Lofgren, Ben Keith, Bruce Palmer, Ralph Molina, Joe Lala"
Like an Inca,Trans,live,Neil Young,10/1/1983,"September 24, 1981 â€“ May 12, 1990","Neil Young, David Briggs, Tim Mulligan",Neil Young,"Neil Young, Nils Lofgren, Ben Keith, Bruce Palmer, Ralph Molina, Joe Lala"
Little Thing Called Love,Trans,live,Neil Young,10/1/1983,"September 24, 1981 â€“ May 12, 1982","Neil Young, David Briggs, Tim Mulligan",Neil Young,"Neil Young, Nils Lofgren, Ben Keith, Bruce Palmer, Ralph Molina, Joe Lala"
Mr. Soul,Trans,live,Neil Young,10/1/1983,"September 24, 1981 â€“ May 12, 1989","Neil Young, David Briggs, Tim Mulligan",Neil Young,Neil Young
Sample and Hold,Trans,live,Neil Young,10/1/1983,"September 24, 1981 â€“ May 12, 1988","Neil Young, David Briggs, Tim Mulligan",Neil Young,"Neil Young, Frank Sampedro, Billy Talbot, Ralph Molina"
Transformer Man,Trans,live,Neil Young,10/1/1983,"September 24, 1981 â€“ May 12, 1985","Neil Young, David Briggs, Tim Mulligan",Neil Young,Neil Young
We R in Control,Trans,live,Neil Young,10/1/1983,"September 24, 1981 â€“ May 12, 1984","Neil Young, David Briggs, Tim Mulligan",Neil Young,"Neil Young, Frank Sampedro, Billy Talbot, Ralph Molina"
All Along the Watchtower,Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
Buffalo Stomp,Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
Buffalo Stomp Refrain,Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
Highway 61 Revisited,Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
"Home, Home on the Range",Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
I Can't Help Myself (Sugar Pie Honey Bunch),Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
Keep on Chooglin',Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
Lucy in the Sky with Diamonds,Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
Ode to Wild Bill #1,Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
Ode to Wild Bill #2,Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
Ode to Wild Bill #3,Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
Ode to Wild Bill #4,Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
Papa Was a Rollin' Stone,Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
Purple Haze,Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
Straight Answers (dialogue),Where the Buffalo Roam,sountrack,Neil Young,1980-25-04,,David Briggs,Neil Young,Neil Young
Deja Vu,Another Stoney Evening,studio,David Crosby,1998-13-01,10-Oct-71,Stephen Barncard,David Crosby,Crosby & Nash
Guinnevere,Another Stoney Evening,studio,David Crosby,1998-13-01,10-Oct-71,Stephen Barncard,Crosby,Crosby & Nash
I Used to Be A King,Another Stoney Evening,studio,David Crosby,1998-13-01,10-Oct-71,Stephen Barncard,Nash,Crosby & Nash
Laughing,Another Stoney Evening,studio,David Crosby,1998-13-01,10-Oct-71,Stephen Barncard,Crosby,Crosby & Nash
Man in the Mirror,Another Stoney Evening,studio,David Crosby,1998-13-01,10-Oct-71,Stephen Barncard,Graham Nash,Crosby & Nash
Southbound Train,Another Stoney Evening,studio,David Crosby,1998-13-01,10-Oct-71,Stephen Barncard,Nash,Crosby & Nash
Strangers Room,Another Stoney Evening,studio,David Crosby,1998-13-01,10-Oct-71,Stephen Barncard,Nash,Crosby & Nash
Teach Your Children,Another Stoney Evening,studio,David Crosby,1998-13-01,10-Oct-71,Stephen Barncard,Nash,Crosby & Nash
The Lee Shore,Another Stoney Evening,studio,David Crosby,1998-13-01,10-Oct-71,Stephen Barncard,Crosby,Crosby & Nash
Traction in the Rain,Another Stoney Evening,studio,David Crosby,1998-13-01,10-Oct-71,Stephen Barncard,Crosby,Crosby & Nash
Triad,Another Stoney Evening,studio,David Crosby,1998-13-01,10-Oct-71,Stephen Barncard,Crosby,Crosby & Nash
Where Will I Be?,Another Stoney Evening,studio,David Crosby,1998-13-01,10-Oct-71,Stephen Barncard,Crosby,Crosby & Nash
Wooden Ships,Another Stoney Evening,studio,David Crosby,1998-13-01,10-Oct-71,Stephen Barncard,"Crosby, Paul Kantner, Stephen Stills",Crosby & Nash
Charlie,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Crosby, Parks",Crosby & Nash
Don't Dig Here,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Raymond, Nash, Russ Kunkel",Crosby & Nash
Grace,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Raymond,Crosby & Nash
Half Your Angels,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
How Does It Shine?,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Crosby,Crosby & Nash
I Surrender,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Marc Cohn,Crosby & Nash
Jesus of Rio,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Graham Nash, Jeff Pevar",Crosby & Nash
Lay Me Down,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",James Raymond,Crosby & Nash
Live on (the Wall),Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Patrick Flannery, Nash, Steve Plunkett, Spencer Proffer",Crosby & Nash
Luck Dragon,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Raymond, Crosby",Crosby & Nash
Michael (Hedges Here),Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
Milky Way Tonight,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
My Country Tis of Thee,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",,Crosby & Nash
On the Other Side of Town,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
Penguin in a Palm Tree,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
Puppeteer,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Raymond,Crosby & Nash
Samurai,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Crosby,Crosby & Nash
Shining on Your Dreams,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Nash, Kunkel",Crosby & Nash
They Want It All,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Crosby,Crosby & Nash
Through Here Quite Often,Crosby & Nash,studio,Crosby & Nash,10/8/2004,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","David Crosby, Dean Parks",Crosby & Nash
Blacknotes,Graham Nash & David Crosby,studio,Graham Nash,5/4/1972,1972,Bill Halverson,Nash,Nash
Frozen Smiles,Graham Nash & David Crosby,studio,Graham Nash,5/4/1972,1972,Bill Halverson,Nash,Crosby & Nash
Games,Graham Nash & David Crosby,studio,Graham Nash,5/4/1972,1972,Bill Halverson,Crosby,Crosby
Girl to Be on My Mind,Graham Nash & David Crosby,studio,Graham Nash,5/4/1972,1972,Bill Halverson,Nash,Crosby & Nash
Immigration Man,Graham Nash & David Crosby,studio,Graham Nash,5/4/1972,1972,Bill Halverson,Nash,Crosby & Nash
Page 43,Graham Nash & David Crosby,studio,Graham Nash,5/4/1972,1972,Bill Halverson,Crosby,Crosby & Nash
Southbound Train,Graham Nash & David Crosby,studio,Graham Nash,5/4/1972,1972,Bill Halverson,Graham Nash,Crosby & Nash
Strangers Room,Graham Nash & David Crosby,studio,Graham Nash,5/4/1972,1972,Bill Halverson,Nash,Crosby & Nash
The Wall Song,Graham Nash & David Crosby,studio,Graham Nash,5/4/1972,1972,Bill Halverson,Crosby,Crosby & Nash
Where Will I Be?,Graham Nash & David Crosby,studio,Graham Nash,5/4/1972,1972,Bill Halverson,Crosby,Crosby
Whole Cloth,Graham Nash & David Crosby,studio,Graham Nash,5/4/1972,1972,Bill Halverson,David Crosby,Crosby & Nash
Broken Bird,Whistling Down the Wire,studio,David Crosby,1976-25-06,,"David Crosby, Graham Nash, Stephen Barncard","David Crosby, Nash",Crosby & Nash
Dancer,Whistling Down the Wire,studio,David Crosby,1976-25-06,,"David Crosby, Graham Nash, Stephen Barncard",Crosby,Crosby & Nash
Foolish Man,Whistling Down the Wire,studio,David Crosby,1976-25-06,,"David Crosby, Graham Nash, Stephen Barncard",Crosby,Crosby & Nash
J.B.'s Blues,Whistling Down the Wire,studio,David Crosby,1976-25-06,,"David Crosby, Graham Nash, Stephen Barncard",Nash,Crosby & Nash
Marguerita,Whistling Down the Wire,studio,David Crosby,1976-25-06,,"David Crosby, Graham Nash, Stephen Barncard",Nash,Crosby & Nash
